id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-1606.05241v1,The Mondrian Kernel,Machine Learning (Statistics),stat.ML,2016-06-16,6/16/16,"['Matej Balog', 'Balaji Lakshminarayanan', 'Zoubin Ghahramani', 'Daniel M. Roy', 'Yee Whye Teh']",'Matej Balog',"We introduce the Mondrian kernel, a fast random feature approximation to the
Laplace kernel. It is suitable for both batch and online learning, and admits a
fast kernel-width-selection procedure as the random features can be re-used
efficiently for all kernel widths. The features are constructed by sampling
trees via a Mondrian process [Roy and Teh, 2009], and we highlight the
connection to Mondrian forests [Lakshminarayanan et al., 2014], where trees are
also sampled via a Mondrian process, but fit independently. This link provides
a new insight into the relationship between kernel methods and random forests.",95
abs-2006.16548v1,"Sinkhorn EM: An Expectation-Maximization algorithm based on entropic
  optimal transport",Machine Learning (Statistics),stat.ML,2020-06-30,6/30/20,"['Gonzalo Mena', 'Amin Nejatbakhsh', 'Erdem Varol', 'Jonathan Niles-Weed']",'Gonzalo Mena',"We study Sinkhorn EM (sEM), a variant of the expectation maximization (EM)
algorithm for mixtures based on entropic optimal transport. sEM differs from
the classic EM algorithm in the way responsibilities are computed during the
expectation step: rather than assign data points to clusters independently, sEM
uses optimal transport to compute responsibilities by incorporating prior
information about mixing weights. Like EM, sEM has a natural interpretation as
a coordinate ascent procedure, which iteratively constructs and optimizes a
lower bound on the log-likelihood. However, we show theoretically and
empirically that sEM has better behavior than EM: it possesses better global
convergence guarantees and is less prone to getting stuck in bad local optima.
We complement these findings with experiments on simulated data as well as in
an inference task involving C. elegans neurons and show that sEM learns cell
labels significantly better than other approaches.",144
abs-2110.15843v3,Adaptive Discretization in Online Reinforcement Learning,Machine Learning (Statistics),stat.ML,2021-10-29,10/10/22,"['Sean R. Sinclair', 'Siddhartha Banerjee', 'Christina Lee Yu']",'Sean R. Sinclair',"Discretization based approaches to solving online reinforcement learning
problems have been studied extensively in practice on applications ranging from
resource allocation to cache management. Two major questions in designing
discretization-based algorithms are how to create the discretization and when
to refine it. While there have been several experimental results investigating
heuristic solutions to these questions, there has been little theoretical
treatment. In this paper we provide a unified theoretical analysis of
tree-based hierarchical partitioning methods for online reinforcement learning,
providing model-free and model-based algorithms. We show how our algorithms are
able to take advantage of inherent structure of the problem by providing
guarantees that scale with respect to the 'zooming dimension' instead of the
ambient dimension, an instance-dependent quantity measuring the benignness of
the optimal $Q_h^\star$ function.
  Many applications in computing systems and operations research requires
algorithms that compete on three facets: low sample complexity, mild storage
requirements, and low computational burden. Our algorithms are easily adapted
to operating constraints, and our theory provides explicit bounds across each
of the three facets. This motivates its use in practical applications as our
approach automatically adapts to underlying problem structure even when very
little is known a priori about the system.",199
abs-1710.02952v1,Conic Scan-and-Cover algorithms for nonparametric topic modeling,Machine Learning (Statistics),stat.ML,2017-10-09,10/9/17,"['Mikhail Yurochkin', 'Aritra Guha', 'XuanLong Nguyen']",'Mikhail Yurochkin',"We propose new algorithms for topic modeling when the number of topics is
unknown. Our approach relies on an analysis of the concentration of mass and
angular geometry of the topic simplex, a convex polytope constructed by taking
the convex hull of vertices representing the latent topics. Our algorithms are
shown in practice to have accuracy comparable to a Gibbs sampler in terms of
topic estimation, which requires the number of topics be given. Moreover, they
are one of the fastest among several state of the art parametric techniques.
Statistical consistency of our estimator is established under some conditions.",99
abs-1806.01827v2,Performance Metric Elicitation from Pairwise Classifier Comparisons,Machine Learning (Statistics),stat.ML,2018-06-05,1/18/19,"['Gaurush Hiranandani', 'Shant Boodaghians', 'Ruta Mehta', 'Oluwasanmi Koyejo']",'Gaurush Hiranandani',"Given a binary prediction problem, which performance metric should the
classifier optimize? We address this question by formalizing the problem of
Metric Elicitation. The goal of metric elicitation is to discover the
performance metric of a practitioner, which reflects her innate rewards (costs)
for correct (incorrect) classification. In particular, we focus on eliciting
binary classification performance metrics from pairwise feedback, where a
practitioner is queried to provide relative preference between two classifiers.
By exploiting key geometric properties of the space of confusion matrices, we
obtain provably query efficient algorithms for eliciting linear and
linear-fractional performance metrics. We further show that our method is
robust to feedback and finite sample noise.",110
abs-1707.03530v2,A Cluster Elastic Net for Multivariate Regression,Machine Learning (Statistics),stat.ML,2017-07-12,3/27/18,"['Bradley S. Price', 'Ben Sherwood']",'Bradley S. Price',"We propose a method for estimating coefficients in multivariate regression
when there is a clustering structure to the response variables. The proposed
method includes a fusion penalty, to shrink the difference in fitted values
from responses in the same cluster, and an L1 penalty for simultaneous variable
selection and estimation. The method can be used when the grouping structure of
the response variables is known or unknown. When the clustering structure is
unknown the method will simultaneously estimate the clusters of the response
and the regression coefficients. Theoretical results are presented for the
penalized least squares case, including asymptotic results allowing for p >> n.
We extend our method to the setting where the responses are binomial variables.
We propose a coordinate descent algorithm for both the normal and binomial
likelihood, which can easily be extended to other generalized linear model
(GLM) settings. Simulations and data examples from business operations and
genomics are presented to show the merits of both the least squares and
binomial methods.",166
abs-2306.02733v3,"Realising Synthetic Active Inference Agents, Part II: Variational
  Message Updates",Machine Learning (Statistics),stat.ML,2023-06-05,9/26/24,"['Thijs van de Laar', 'Magnus Koudahl', 'Bert de Vries']",'Thijs van de Laar',"The Free Energy Principle (FEP) describes (biological) agents as minimising a
variational Free Energy (FE) with respect to a generative model of their
environment. Active Inference (AIF) is a corollary of the FEP that describes
how agents explore and exploit their environment by minimising an expected FE
objective. In two related papers, we describe a scalable, epistemic approach to
synthetic AIF, by message passing on free-form Forney-style Factor Graphs
(FFGs). A companion paper (part I) introduces a Constrained FFG (CFFG) notation
that visually represents (generalised) FE objectives for AIF. The current paper
(part II) derives message passing algorithms that minimise (generalised) FE
objectives on a CFFG by variational calculus. A comparison between simulated
Bethe and generalised FE agents illustrates how the message passing approach to
synthetic AIF induces epistemic behaviour on a T-maze navigation task.
Extension of the T-maze simulation to 1) learning goal statistics, and 2) a
multi-agent bargaining setting, illustrate how this approach encourages reuse
of nodes and updates in alternative settings. With a full message passing
account of synthetic AIF agents, it becomes possible to derive and reuse
message updates across models and move closer to industrial applications of
synthetic AIF.",194
abs-2001.05113v1,"Resolving learning rates adaptively by locating Stochastic Non-Negative
  Associated Gradient Projection Points using line searches",Machine Learning (Statistics),stat.ML,2020-01-15,1/15/20,"['Dominic Kafka', 'Daniel N. Wilke']",'Dominic Kafka',"Learning rates in stochastic neural network training are currently determined
a priori to training, using expensive manual or automated iterative tuning.
This study proposes gradient-only line searches to resolve the learning rate
for neural network training algorithms. Stochastic sub-sampling during training
decreases computational cost and allows the optimization algorithms to progress
over local minima. However, it also results in discontinuous cost functions.
Minimization line searches are not effective in this context, as they use a
vanishing derivative (first order optimality condition), which often do not
exist in a discontinuous cost function and therefore converge to
discontinuities as opposed to minima from the data trends. Instead, we base
candidate solutions along a search direction purely on gradient information, in
particular by a directional derivative sign change from negative to positive (a
Non-negative Associative Gradient Projection Point (NN- GPP)). Only considering
a sign change from negative to positive always indicates a minimum, thus
NN-GPPs contain second order information. Conversely, a vanishing gradient is
purely a first order condition, which may indicate a minimum, maximum or saddle
point. This insight allows the learning rate of an algorithm to be reliably
resolved as the step size along a search direction, increasing convergence
performance and eliminating an otherwise expensive hyperparameter.",205
abs-1705.10494v1,Joint auto-encoders: a flexible multi-task learning framework,Machine Learning (Statistics),stat.ML,2017-05-30,5/30/17,"['Baruch Epstein. Ron Meir', 'Tomer Michaeli']",'Baruch Epstein. Ron Meir',"The incorporation of prior knowledge into learning is essential in achieving
good performance based on small noisy samples. Such knowledge is often
incorporated through the availability of related data arising from domains and
tasks similar to the one of current interest. Ideally one would like to allow
both the data for the current task and for previous related tasks to
self-organize the learning system in such a way that commonalities and
differences between the tasks are learned in a data-driven fashion. We develop
a framework for learning multiple tasks simultaneously, based on sharing
features that are common to all tasks, achieved through the use of a modular
deep feedforward neural network consisting of shared branches, dealing with the
common features of all tasks, and private branches, learning the specific
unique aspects of each task. Once an appropriate weight sharing architecture
has been established, learning takes place through standard algorithms for
feedforward networks, e.g., stochastic gradient descent and its variations. The
method deals with domain adaptation and multi-task learning in a unified
fashion, and can easily deal with data arising from different types of sources.
Numerical experiments demonstrate the effectiveness of learning in domain
adaptation and transfer learning setups, and provide evidence for the flexible
and task-oriented representations arising in the network.",211
abs-1702.07306v1,Causal Discovery Using Proxy Variables,Machine Learning (Statistics),stat.ML,2017-02-23,2/23/17,"['Mateo Rojas-Carulla', 'Marco Baroni', 'David Lopez-Paz']",'Mateo Rojas-Carulla',"Discovering causal relations is fundamental to reasoning and intelligence. In
particular, observational causal discovery algorithms estimate the cause-effect
relation between two random entities $X$ and $Y$, given $n$ samples from
$P(X,Y)$.
  In this paper, we develop a framework to estimate the cause-effect relation
between two static entities $x$ and $y$: for instance, an art masterpiece $x$
and its fraudulent copy $y$. To this end, we introduce the notion of proxy
variables, which allow the construction of a pair of random entities $(A,B)$
from the pair of static entities $(x,y)$. Then, estimating the cause-effect
relation between $A$ and $B$ using an observational causal discovery algorithm
leads to an estimation of the cause-effect relation between $x$ and $y$. For
example, our framework detects the causal relation between unprocessed
photographs and their modifications, and orders in time a set of shuffled
frames from a video.
  As our main case study, we introduce a human-elicited dataset of 10,000 pairs
of casually-linked pairs of words from natural language. Our methods discover
75% of these causal relations. Finally, we discuss the role of proxy variables
in machine learning, as a general tool to incorporate static knowledge into
prediction tasks.",193
