id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-1509.05329v1,Recurrent Spatial Transformer Networks,Computer Vision and Pattern Recognition,cs.CV,2015-09-17,9/17/15,"['Søren Kaae Sønderby', 'Casper Kaae Sønderby', 'Lars Maaløe', 'Ole Winther']",'Søren Kaae Sønderby',"We integrate the recently proposed spatial transformer network (SPN)
[Jaderberg et. al 2015] into a recurrent neural network (RNN) to form an
RNN-SPN model. We use the RNN-SPN to classify digits in cluttered MNIST
sequences. The proposed model achieves a single digit error of 1.5% compared to
2.9% for a convolutional networks and 2.0% for convolutional networks with SPN
layers. The SPN outputs a zoomed, rotated and skewed version of the input
image. We investigate different down-sampling factors (ratio of pixel in input
and output) for the SPN and show that the RNN-SPN model is able to down-sample
the input images without deteriorating performance. The down-sampling in
RNN-SPN can be thought of as adaptive down-sampling that minimizes the
information loss in the regions of interest. We attribute the superior
performance of the RNN-SPN to the fact that it can attend to a sequence of
regions of interest.",147
abs-1909.10698v1,"Multi-scale discriminative Region Discovery for Weakly-Supervised Object
  Localization",Computer Vision and Pattern Recognition,cs.CV,2019-09-24,9/24/19,"['Pei Lv', 'Haiyu Yu', 'Junxiao Xue', 'Junjin Cheng', 'Lisha Cui', 'Bing Zhou', 'Mingliang Xu', 'Yi Yang']",'Pei Lv',"Localizing objects with weak supervision in an image is a key problem of the
research in computer vision community. Many existing Weakly-Supervised Object
Localization (WSOL) approaches tackle this problem by estimating the most
discriminative regions with feature maps (activation maps) obtained by Deep
Convolutional Neural Network, that is, only the objects or parts of them with
the most discriminative response will be located. However, the activation maps
often display different local maximum responses or relatively weak response
when one image contains multiple objects with the same type or small objects.
In this paper, we propose a simple yet effective multi-scale discriminative
region discovery method to localize not only more integral objects but also as
many as possible with only image-level class labels. The gradient weights
flowing into different convolutional layers of CNN are taken as the input of
our method, which is different from previous methods only considering that of
the final convolutional layer. To mine more discriminative regions for the task
of object localization, the multiple local maximum from the gradient weight
maps are leveraged to generate the localization map with a parallel sliding
window. Furthermore, multi-scale localization maps from different convolutional
layers are fused to produce the final result. We evaluate the proposed method
with the foundation of VGGnet on the ILSVRC 2016, CUB-200-2011 and PASCAL VOC
2012 datasets. On ILSVRC 2016, the proposed method yields the Top-1
localization error of 48.65\%, which outperforms previous results by 2.75\%. On
PASCAL VOC 2012, our approach achieve the highest localization accuracy of
0.43. Even for CUB-200-2011 dataset, our method still achieves competitive
results.",263
abs-2110.12621v2,Accelerate 3D Object Processing via Spectral Layout,Computer Vision and Pattern Recognition,cs.CV,2021-10-25,10/28/21,['Yongyu Wang'],'Yongyu Wang',"3D image processing is an important problem in computer vision and pattern
recognition fields. Compared with 2D image processing, its computation
difficulty and cost are much higher due to the extra dimension. To
fundamentally address this problem, we propose to embed the essential
information in a 3D object into 2D space via spectral layout. Specifically, we
construct a 3D adjacency graph to capture spatial structure of the 3D voxel
grid. Then we calculate the eigenvectors corresponding to the second and third
smallest eigenvalues of its graph Laplacian and perform spectral layout to map
each voxel into a pixel in 2D Cartesian coordinate plane. The proposed method
can achieve high quality 2D representations for 3D objects, which enables to
use 2D-based methods to process 3D objects. The experimental results
demonstrate the effectiveness and efficiency of our method.",136
abs-2105.02089v1,"Deep Spherical Manifold Gaussian Kernel for Unsupervised Domain
  Adaptation",Computer Vision and Pattern Recognition,cs.CV,2021-05-05,5/5/21,"['Youshan Zhang', 'Brian D. Davison']",'Youshan Zhang',"Unsupervised Domain adaptation is an effective method in addressing the
domain shift issue when transferring knowledge from an existing richly labeled
domain to a new domain. Existing manifold-based methods either are based on
traditional models or largely rely on Grassmannian manifold via minimizing
differences of single covariance matrices of two domains. In addition, existing
pseudo-labeling algorithms inadequately consider the quality of pseudo labels
in aligning the conditional distribution between two domains. In this work, a
deep spherical manifold Gaussian kernel (DSGK) framework is proposed to map the
source and target subspaces into a spherical manifold and reduce the
discrepancy between them by embedding both extracted features and a Gaussian
kernel. To align the conditional distributions, we further develop an
easy-to-hard pseudo label refinement process to improve the quality of the
pseudo labels and then reduce categorical spherical manifold Gaussian kernel
geodesic loss. Extensive experimental results show that DSGK outperforms
state-of-the-art methods, especially on challenging cross-domain learning
tasks.",157
abs-1907.09798v2,"PointAtrousGraph: Deep Hierarchical Encoder-Decoder with Point Atrous
  Convolution for Unorganized 3D Points",Computer Vision and Pattern Recognition,cs.CV,2019-07-23,9/13/19,"['Liang Pan', 'Chee-Meng Chew', 'Gim Hee Lee']",'Liang Pan',"Motivated by the success of encoding multi-scale contextual information for
image analysis, we propose our PointAtrousGraph (PAG) - a deep
permutation-invariant hierarchical encoder-decoder for efficiently exploiting
multi-scale edge features in point clouds. Our PAG is constructed by several
novel modules, such as Point Atrous Convolution (PAC), Edge-preserved Pooling
(EP) and Edge-preserved Unpooling (EU). Similar with atrous convolution, our
PAC can effectively enlarge receptive fields of filters and thus densely learn
multi-scale point features. Following the idea of non-overlapping max-pooling
operations, we propose our EP to preserve critical edge features during
subsampling. Correspondingly, our EU modules gradually recover spatial
information for edge features. In addition, we introduce chained skip
subsampling/upsampling modules that directly propagate edge features to the
final stage. Particularly, our proposed auxiliary loss functions can further
improve our performance. Experimental results show that our PAG outperform
previous state-of-the-art methods on various 3D semantic perception
applications.",146
abs-2301.02240v2,Skip-Attention: Improving Vision Transformers by Paying Less Attention,Computer Vision and Pattern Recognition,cs.CV,2023-01-05,1/17/23,"['Shashanka Venkataramanan', 'Amir Ghodrati', 'Yuki M. Asano', 'Fatih Porikli', 'Amirhossein Habibian']",'Shashanka Venkataramanan',"This work aims to improve the efficiency of vision transformers (ViT). While
ViTs use computationally expensive self-attention operations in every layer, we
identify that these operations are highly correlated across layers -- a key
redundancy that causes unnecessary computations. Based on this observation, we
propose SkipAt, a method to reuse self-attention computation from preceding
layers to approximate attention at one or more subsequent layers. To ensure
that reusing self-attention blocks across layers does not degrade the
performance, we introduce a simple parametric function, which outperforms the
baseline transformer's performance while running computationally faster. We
show the effectiveness of our method in image classification and
self-supervised learning on ImageNet-1K, semantic segmentation on ADE20K, image
denoising on SIDD, and video denoising on DAVIS. We achieve improved throughput
at the same-or-higher accuracy levels in all these tasks.",134
abs-2010.09016v1,Covapixels,Computer Vision and Pattern Recognition,cs.CV,2020-10-18,10/18/20,['Jeffrey Uhlmann'],'Jeffrey Uhlmann',"We propose and discuss the summarization of superpixel-type image
tiles/patches using mean and covariance information. We refer to the resulting
objects as covapixels.",23
abs-2009.06469v2,EfficientSeg: An Efficient Semantic Segmentation Network,Computer Vision and Pattern Recognition,cs.CV,2020-09-14,10/9/20,"['Vahit Bugra Yesilkaynak', 'Yusuf H. Sahin', 'Gozde Unal']",'Vahit Bugra Yesilkaynak',"Deep neural network training without pre-trained weights and few data is
shown to need more training iterations. It is also known that, deeper models
are more successful than their shallow counterparts for semantic segmentation
task. Thus, we introduce EfficientSeg architecture, a modified and scalable
version of U-Net, which can be efficiently trained despite its depth. We
evaluated EfficientSeg architecture on Minicity dataset and outperformed U-Net
baseline score (40% mIoU) using the same parameter count (51.5% mIoU). Our most
successful model obtained 58.1% mIoU score and got the fourth place in semantic
segmentation track of ECCV 2020 VIPriors challenge.",98
abs-1804.06254v1,Synthetic data generation for Indic handwritten text recognition,Computer Vision and Pattern Recognition,cs.CV,2018-04-17,4/17/18,"['Partha Pratim Roy', 'Akash Mohta', 'Bidyut B. Chaudhuri']",'Partha Pratim Roy',"This paper presents a novel approach to generate synthetic dataset for
handwritten word recognition systems. It is difficult to recognize handwritten
scripts for which sufficient training data is not readily available or it may
be expensive to collect such data. Hence, it becomes hard to train recognition
systems owing to lack of proper dataset. To overcome such problems, synthetic
data could be used to create or expand the existing training dataset to improve
recognition performance. Any available digital data from online newspaper and
such sources can be used to generate synthetic data. In this paper, we propose
to add distortion/deformation to digital data in such a way that the underlying
pattern is preserved, so that the image so produced bears a close similarity to
actual handwritten samples. The images thus produced can be used independently
to train the system or be combined with natural handwritten data to augment the
original dataset and improve the recognition system. We experimented using
synthetic data to improve the recognition accuracy of isolated characters and
words. The framework is tested on 2 Indic scripts - Devanagari (Hindi) and
Bengali (Bangla), for numeral, character and word recognition. We have obtained
encouraging results from the experiment. Finally, the experiment with Latin
text verifies the utility of the approach.",211
abs-1806.02613v1,Nonparametric Density Flows for MRI Intensity Normalisation,Computer Vision and Pattern Recognition,cs.CV,2018-06-07,6/7/18,"['Daniel C. Castro', 'Ben Glocker']",'Daniel C. Castro',"With the adoption of powerful machine learning methods in medical image
analysis, it is becoming increasingly desirable to aggregate data that is
acquired across multiple sites. However, the underlying assumption of many
analysis techniques that corresponding tissues have consistent intensities in
all images is often violated in multi-centre databases. We introduce a novel
intensity normalisation scheme based on density matching, wherein the
histograms are modelled as Dirichlet process Gaussian mixtures. The source
mixture model is transformed to minimise its $L^2$ divergence towards a target
model, then the voxel intensities are transported through a mass-conserving
flow to maintain agreement with the moving density. In a multi-centre study
with brain MRI data, we show that the proposed technique produces excellent
correspondence between the matched densities and histograms. We further
demonstrate that our method makes tissue intensity statistics substantially
more compatible between images than a baseline affine transformation and is
comparable to state-of-the-art while providing considerably smoother
transformations. Finally, we validate that nonlinear intensity normalisation is
a step toward effective imaging data harmonisation.",170
